Date,Gold,Silver,Oil
2015-04-15,769.52,5.27,34.83
2015-04-16,774.53,5.24,35.30
2015-04-17,771.75,5.24,35.19
2015-04-20,780.84,5.24,35.44
2015-04-21,785.54,5.23,35.70
2015-04-22,784.43,5.16,35.60
2015-04-23,784.74,5.08,35.26
2015-04-24,784.56,5.10,35.44
2015-04-27,784.59,5.08,35.61
2015-04-28,779.36,5.10,35.18
2015-04-29,783.04,5.07,35.62
2015-04-30,781.48,5.05,35.34
2015-05-01,783.84,5.01,35.27
2015-05-04,785.63,4.98,35.01
2015-05-05,783.75,4.93,34.81
2015-05-06,783.80,4.88,34.82
2015-05-07,784.21,4.89,34.82
2015-05-08,775.13,4.86,34.91
2015-05-11,774.60,4.82,35.35
2015-05-12,779.51,4.78,35.31
2015-05-13,781.72,4.83,34.72
2015-05-14,784.32,4.82,34.76
2015-05-15,783.26,4.87,35.31
2015-05-18,782.29,4.84,36.03
2015-05-19,784.08,4.81,36.36
2015-05-20,783.40,4.80,36.67
2015-05-21,776.76,4.83,36.73
2015-05-22,778.25,4.84,36.24
2015-05-25,775.36,4.85,36.39
2015-05-26,775.21,4.80,36.32
2015-05-27,772.23,4.77,36.46
2015-05-28,773.51,4.72,36.43
2015-05-29,775.82,4.73,36.38
2015-06-01,775.97,4.69,36.93
2015-06-02,776.59,4.66,36.39
2015-06-03,769.82,4.64,36.69
2015-06-04,767.72,4.64,36.40
2015-06-05,773.54,4.71,35.61
2015-06-08,772.22,4.73,35.75
2015-06-09,770.35,4.71,35.94
2015-06-10,776.29,4.65,35.75
2015-06-11,778.18,4.62,35.59
2015-06-12,783.44,4.63,35.45
2015-06-15,785.42,4.59,35.49
2015-06-16,787.30,4.63,35.68
2015-06-17,787.96,4.62,35.61
2015-06-18,792.90,4.66,35.77
2015-06-19,793.15,4.64,35.39
2015-06-22,791.47,4.66,35.43
2015-06-23,796.64,4.66,34.98
2015-06-24,794.01,4.68,35.05
2015-06-25,794.62,4.68,34.91
2015-06-26,797.27,4.67,35.02
2015-06-29,797.47,4.62,35.46
2015-06-30,796.57,4.64,35.63
2015-07-01,796.59,4.63,35.69
2015-07-02,794.58,4.60,35.55
2015-07-03,788.05,4.57,35.51
2015-07-06,790.36,4.51,35.65
2015-07-07,795.72,4.54,36.04
2015-07-08,791.04,4.51,35.64
2015-07-09,796.56,4.58,35.18
2015-07-10,796.02,4.53,34.66
2015-07-13,792.35,4.58,34.52
2015-07-14,795.64,4.60,34.29
2015-07-15,801.07,4.57,34.15
2015-07-16,802.97,4.56,34.09
2015-07-17,806.34,4.60,33.60
2015-07-20,806.57,4.64,34.03
2015-07-21,796.53,4.62,34.05
2015-07-22,794.98,4.64,34.19
2015-07-23,797.26,4.63,34.14
2015-07-24,801.10,4.65,34.24
2015-07-27,801.64,4.63,34.03
2015-07-28,802.28,4.66,33.76
2015-07-29,803.71,4.68,33.69
2015-07-30,803.35,4.70,33.49
2015-07-31,809.05,4.64,33.67
2015-08-03,811.98,4.69,33.12
2015-08-04,807.79,4.72,32.92
2015-08-05,807.79,4.76,32.64
2015-08-06,803.70,4.73,32.63
2015-08-07,800.81,4.73,32.60
2015-08-10,802.93,4.71,32.75
2015-08-11,806.45,4.74,32.87
2015-08-12,804.84,4.75,32.50
2015-08-13,806.18,4.78,32.34
2015-08-14,811.92,4.80,32.85
2015-08-17,807.49,4.81,32.68
2015-08-18,805.93,4.84,32.98
2015-08-19,805.95,4.82,32.70
2015-08-20,805.87,4.84,32.87
2015-08-21,809.76,4.82,32.69
2015-08-24,815.27,4.83,32.25
2015-08-25,821.93,4.80,32.46
2015-08-26,820.70,4.81,32.90
2015-08-27,813.35,4.80,32.71
2015-08-28,812.35,4.79,32.95
2015-08-31,814.22,4.77,33.35
2015-09-01,817.77,4.74,33.26
2015-09-02,815.12,4.75,33.16
2015-09-03,818.28,4.74,33.16
2015-09-04,815.95,4.72,33.39
2015-09-07,809.91,4.73,33.61
2015-09-08,815.33,4.70,33.95
2015-09-09,815.01,4.70,34.02
2015-09-10,809.76,4.74,34.22
2015-09-11,807.21,4.72,34.87
2015-09-14,806.52,4.72,34.41
2015-09-15,805.70,4.74,34.27
2015-09-16,806.41,4.75,34.17
2015-09-17,810.58,4.75,34.15
2015-09-18,810.65,4.69,34.31
2015-09-21,813.89,4.72,34.44
2015-09-22,813.66,4.73,35.19
2015-09-23,809.30,4.76,35.33
2015-09-24,812.83,4.71,35.90
2015-09-25,818.19,4.70,36.43
2015-09-28,818.99,4.77,36.50
2015-09-29,810.88,4.77,36.37
2015-09-30,805.43,4.74,36.46
2015-10-01,802.53,4.77,35.97
2015-10-02,801.66,4.79,36.09
2015-10-05,799.53,4.80,35.79
2015-10-06,796.84,4.75,36.17
2015-10-07,795.35,4.72,36.09
2015-10-08,800.89,4.78,35.84
2015-10-09,808.26,4.78,36.17
2015-10-12,811.93,4.76,35.98
2015-10-13,805.28,4.76,36.10
2015-10-14,804.58,4.72,36.23
2015-10-15,807.96,4.72,36.06
2015-10-16,809.46,4.69,36.14
2015-10-19,811.11,4.73,36.68
2015-10-20,818.71,4.76,36.53
2015-10-21,821.57,4.71,36.53
2015-10-22,821.19,4.70,36.68
2015-10-23,819.54,4.77,36.63
2015-10-26,827.45,4.78,36.35
2015-10-27,828.05,4.85,36.30
2015-10-28,828.55,4.87,36.54
2015-10-29,831.79,4.81,36.33
2015-10-30,829.71,4.92,36.10
2015-11-02,830.41,5.01,36.25
2015-11-03,836.12,5.04,35.80
2015-11-04,834.31,5.03,35.28
2015-11-05,825.76,5.07,35.83
2015-11-06,821.48,5.07,36.25
2015-11-09,825.93,5.02,36.24
2015-11-10,827.75,4.95,36.09
2015-11-11,825.57,4.87,35.86
2015-11-12,826.22,4.89,35.49
2015-11-13,828.57,4.88,35.46
2015-11-16,826.24,4.81,35.71
2015-11-17,828.29,4.81,35.56
2015-11-18,822.81,4.82,35.43
2015-11-19,825.30,4.85,35.29
2015-11-20,822.40,4.84,35.39
2015-11-23,815.43,4.85,34.98
2015-11-24,814.07,4.93,34.71
2015-11-25,810.02,4.92,34.65
2015-11-26,804.87,4.93,34.83
2015-11-27,807.03,4.94,34.76
2015-11-30,803.34,4.94,34.91
2015-12-01,800.06,4.94,34.91
2015-12-02,809.24,4.98,35.29
2015-12-03,812.20,4.96,35.47
2015-12-04,818.52,4.92,35.49
2015-12-07,819.17,4.94,35.83
2015-12-08,818.48,4.94,36.73
2015-12-09,816.64,4.89,36.78
2015-12-10,814.46,4.89,36.75
2015-12-11,805.29,4.89,36.82
2015-12-14,810.18,4.90,37.16
2015-12-15,816.96,4.92,37.30
2015-12-16,815.73,4.94,37.21
2015-12-17,806.28,4.94,37.55
2015-12-18,809.97,4.93,37.32
2015-12-21,809.02,4.93,36.97
2015-12-22,805.06,4.93,37.04
2015-12-23,807.51,4.90,36.47
2015-12-24,806.85,4.94,36.04
2015-12-25,803.51,4.91,36.52
2015-12-28,808.09,4.90,36.75
2015-12-29,805.36,4.90,36.22
2015-12-30,801.54,4.87,35.88
2015-12-31,803.89,4.84,36.17
2016-01-01,806.24,4.85,36.52
2016-01-04,807.38,4.82,36.39
2016-01-05,810.19,4.78,36.66
2016-01-06,809.50,4.80,36.70
2016-01-07,806.46,4.86,36.63
2016-01-08,807.80,4.84,36.40
2016-01-11,808.30,4.82,36.39
2016-01-12,808.97,4.81,36.68
2016-01-13,811.52,4.74,36.41
2016-01-14,810.13,4.71,36.20
2016-01-15,812.86,4.72,35.74
2016-01-18,807.69,4.73,35.65
2016-01-19,811.12,4.71,35.67
2016-01-20,807.69,4.70,35.84
2016-01-21,809.36,4.67,36.15
2016-01-22,809.22,4.68,36.27
2016-01-25,807.50,4.71,36.07
2016-01-26,806.09,4.67,35.62
2016-01-27,815.06,4.67,35.51
2016-01-28,822.83,4.61,35.86
2016-01-29,823.96,4.61,35.80
2016-02-01,822.85,4.66,36.09
2016-02-02,822.43,4.63,36.10
2016-02-03,818.39,4.61,36.02
2016-02-04,815.40,4.59,35.92
2016-02-05,811.28,4.64,35.31
2016-02-08,814.24,4.66,35.26
2016-02-09,813.70,4.67,35.28
2016-02-10,816.65,4.69,35.17
2016-02-11,812.74,4.70,35.33
2016-02-12,816.05,4.68,36.03
2016-02-15,809.11,4.74,35.80
2016-02-16,808.80,4.80,36.34
2016-02-17,815.21,4.83,36.46
2016-02-18,809.67,4.79,36.44
2016-02-19,812.24,4.81,36.69
2016-02-22,818.03,4.86,36.71
2016-02-23,809.60,4.90,36.65
2016-02-24,807.77,4.90,36.27
2016-02-25,806.98,4.86,35.60
2016-02-26,804.24,4.91,35.64
2016-02-29,807.47,4.90,35.76
2016-03-01,799.94,4.88,35.51
2016-03-02,794.57,4.88,35.62
2016-03-03,796.07,4.88,35.82
2016-03-04,796.42,4.89,35.66
2016-03-07,798.69,4.91,35.37
2016-03-08,796.18,4.94,35.00
2016-03-09,794.64,4.98,35.19
2016-03-10,798.64,5.00,35.09
2016-03-11,791.65,5.08,35.33
2016-03-14,788.26,5.08,35.15
2016-03-15,787.97,5.10,34.95
2016-03-16,795.54,5.09,34.83
2016-03-17,800.34,5.05,34.87
2016-03-18,808.92,5.06,34.93
2016-03-21,806.71,5.02,34.88
2016-03-22,816.02,5.06,35.03
2016-03-23,818.95,5.09,34.94
2016-03-24,819.01,5.09,35.07
2016-03-25,815.18,5.05,34.86
2016-03-28,816.89,5.01,35.08
2016-03-29,812.33,5.00,34.70
2016-03-30,814.94,4.95,34.14
2016-03-31,815.32,4.96,34.36
2016-04-01,816.16,4.98,34.41
2016-04-04,817.12,5.03,34.36
2016-04-05,813.26,5.07,34.63
2016-04-06,815.72,5.05,34.76
2016-04-07,822.72,5.04,34.95
2016-04-08,817.34,5.01,35.23
2016-04-11,820.16,5.00,34.93
2016-04-12,817.24,5.07,34.95
2016-04-13,820.91,5.09,35.03
2016-04-14,822.87,5.08,35.35
2016-04-15,823.37,5.07,35.51
2016-04-18,823.35,5.08,35.27
2016-04-19,816.19,5.01,34.86
2016-04-20,812.22,4.99,34.87
2016-04-21,814.30,5.01,34.54
2016-04-22,822.14,5.01,34.38
2016-04-25,821.87,5.02,34.48
2016-04-26,819.73,5.07,34.05
2016-04-27,821.82,5.10,34.04
2016-04-28,818.04,5.10,34.30
2016-04-29,818.49,5.09,33.74
2016-05-02,819.85,5.02,34.04
2016-05-03,816.79,5.06,34.32
2016-05-04,816.80,5.05,34.86
2016-05-05,815.85,5.04,34.73
2016-05-06,812.92,5.04,34.69
2016-05-09,802.12,5.01,35.05
2016-05-10,805.68,5.09,34.58
2016-05-11,797.81,5.13,34.30
2016-05-12,801.44,5.11,34.62
2016-05-13,800.29,5.10,35.04
2016-05-16,803.45,5.08,34.27
2016-05-17,809.94,5.08,34.35
2016-05-18,806.38,5.08,34.13
2016-05-19,803.71,4.99,34.33
2016-05-20,804.70,4.96,34.65
2016-05-23,803.92,4.95,34.37
2016-05-24,810.19,5.02,34.08
2016-05-25,806.12,5.01,34.30
2016-05-26,806.46,5.01,34.52
2016-05-27,807.41,5.00,34.47
2016-05-30,806.06,5.03,34.47
2016-05-31,806.06,5.04,34.73
2016-06-01,804.53,5.10,34.49
2016-06-02,798.72,5.11,34.59
2016-06-03,797.12,5.23,34.72
2016-06-06,802.23,5.26,34.81
2016-06-07,798.65,5.26,34.97
2016-06-08,793.51,5.18,35.31
2016-06-09,796.15,5.20,35.24
2016-06-10,799.52,5.15,35.08
2016-06-13,797.33,5.19,35.00
2016-06-14,795.02,5.22,35.27
2016-06-15,794.61,5.24,34.92
2016-06-16,792.45,5.20,34.84
2016-06-17,795.59,5.18,35.04
2016-06-20,799.00,5.15,35.65
2016-06-21,798.07,5.11,35.38
2016-06-22,800.02,5.10,35.42
2016-06-23,790.77,5.07,35.01
2016-06-24,794.05,5.05,34.85
2016-06-27,794.39,5.09,35.10
2016-06-28,798.08,5.07,35.01
2016-06-29,798.33,5.03,34.99
2016-06-30,798.70,5.06,34.46
2016-07-01,797.53,5.06,34.95
2016-07-04,800.18,5.04,34.75
2016-07-05,803.01,5.06,34.51
2016-07-06,803.55,5.12,34.68
2016-07-07,800.66,5.07,34.86
2016-07-08,801.66,5.10,35.22
2016-07-11,798.93,5.10,34.98
2016-07-12,792.08,5.10,35.21
2016-07-13,792.64,5.10,34.79
2016-07-14,793.33,5.10,34.79
2016-07-15,791.85,5.09,34.95
2016-07-18,793.50,5.02,35.04
2016-07-19,792.36,5.03,35.25
2016-07-20,795.27,5.09,35.20
2016-07-21,798.12,5.06,35.38
2016-07-22,792.81,5.09,35.09
2016-07-25,787.79,5.11,35.30
2016-07-26,794.58,5.10,35.15
2016-07-27,794.44,5.06,34.93
2016-07-28,795.05,5.01,34.32
2016-07-29,789.27,5.02,33.99
2016-08-01,793.25,5.05,34.17
2016-08-02,792.53,5.05,33.84
2016-08-03,794.01,5.08,33.85
2016-08-04,788.98,5.02,33.80
2016-08-05,788.30,5.10,33.42
2016-08-08,782.23,5.11,33.30
2016-08-09,793.26,5.07,33.71
2016-08-10,789.71,5.07,33.64
2016-08-11,786.04,5.12,33.79
2016-08-12,782.42,5.16,33.57
2016-08-15,787.79,5.17,33.36
2016-08-16,788.17,5.14,32.90
2016-08-17,793.71,5.12,32.70
2016-08-18,788.10,5.13,32.17
2016-08-19,784.07,5.14,31.86
2016-08-22,786.57,5.16,32.09
2016-08-23,785.68,5.14,31.92
2016-08-24,793.17,5.16,31.98
2016-08-25,794.80,5.23,32.36
2016-08-26,788.28,5.24,32.83
2016-08-29,787.56,5.23,32.64
2016-08-30,789.64,5.22,32.99
2016-08-31,785.61,5.21,33.03
2016-09-01,784.25,5.20,33.10
2016-09-02,783.12,5.21,32.74
2016-09-05,788.03,5.14,32.57
2016-09-06,793.65,5.06,33.11
2016-09-07,791.40,5.05,33.11
2016-09-08,795.76,5.05,33.29
2016-09-09,799.71,5.10,33.36
2016-09-12,797.39,5.06,33.17
2016-09-13,796.20,5.04,33.38
2016-09-14,788.48,5.02,33.60
2016-09-15,787.14,5.02,33.77
2016-09-16,793.11,5.06,33.57
2016-09-19,785.74,5.06,33.30
2016-09-20,783.95,5.03,33.60
2016-09-21,782.08,5.03,33.86
2016-09-22,783.89,5.02,33.94
2016-09-23,790.04,5.05,33.90
2016-09-26,792.05,5.06,34.27
2016-09-27,790.79,5.08,34.85
2016-09-28,787.65,5.08,35.29
2016-09-29,795.03,5.11,35.40
2016-09-30,794.84,5.05,35.15
2016-10-03,799.22,5.03,35.08
2016-10-04,800.14,5.03,34.95
2016-10-05,791.48,5.04,34.95
2016-10-06,792.57,5.03,35.14
2016-10-07,789.27,5.08,35.37
2016-10-10,793.20,5.08,34.73
2016-10-11,789.11,5.01,34.75
2016-10-12,790.75,5.09,34.56
2016-10-13,788.92,5.03,35.32
2016-10-14,791.48,5.08,35.20
2016-10-17,790.37,5.07,34.56
2016-10-18,787.45,5.07,34.64
2016-10-19,792.14,5.08,34.48
2016-10-20,788.84,5.06,34.99
2016-10-21,789.77,5.06,35.44
2016-10-24,792.21,5.07,35.12
2016-10-25,796.16,5.03,35.10
2016-10-26,791.24,5.09,35.26
2016-10-27,789.95,5.06,35.12
2016-10-28,791.03,4.99,35.35
2016-10-31,794.91,4.99,35.46
2016-11-01,799.02,5.01,35.54
2016-11-02,796.71,5.00,35.53
2016-11-03,788.49,5.01,35.18
2016-11-04,789.29,5.01,35.09
2016-11-07,782.31,5.03,35.16
2016-11-08,782.92,5.04,34.92
2016-11-09,787.67,5.04,35.16
2016-11-10,784.26,5.02,35.24
2016-11-11,785.46,5.02,35.60
2016-11-14,779.18,5.02,35.21
2016-11-15,786.07,5.03,35.65
2016-11-16,792.57,5.01,35.54
2016-11-17,798.25,4.98,35.51
2016-11-18,796.85,4.95,36.09
2016-11-21,799.82,4.93,35.70
2016-11-22,799.44,4.96,36.22
2016-11-23,807.84,4.97,36.69
2016-11-24,808.91,5.00,36.76
2016-11-25,806.99,5.05,36.70
2016-11-28,804.50,5.02,36.97
2016-11-29,807.73,5.05,37.02
2016-11-30,802.20,5.10,37.23
2016-12-01,803.96,5.07,37.01
2016-12-02,806.66,5.04,37.21
2016-12-05,807.54,5.06,37.50
2016-12-06,810.92,5.07,37.24
2016-12-07,810.07,5.12,37.31
2016-12-08,817.37,5.07,37.77
2016-12-09,813.40,5.02,37.50
2016-12-12,809.39,5.08,37.21
2016-12-13,811.23,5.07,36.73
2016-12-14,813.18,5.08,36.38
2016-12-15,817.50,5.05,35.86
2016-12-16,821.84,5.03,35.53
2016-12-19,819.62,5.01,35.52
2016-12-20,814.76,5.05,35.66
2016-12-21,813.90,5.12,35.71
2016-12-22,815.66,5.11,35.71
2016-12-23,820.88,5.10,35.96
2016-12-26,818.10,5.07,35.69
2016-12-27,812.21,5.09,35.33
2016-12-28,816.07,5.13,35.24
2016-12-29,819.08,5.14,35.53
2016-12-30,814.93,5.16,35.85
2017-01-02,814.06,5.18,35.68
2017-01-03,823.16,5.21,35.62
2017-01-04,828.86,5.20,35.72
2017-01-05,832.00,5.26,35.63
2017-01-06,840.40,5.30,35.92
2017-01-09,844.04,5.34,36.06
2017-01-10,844.81,5.40,36.17
2017-01-11,848.49,5.36,36.62
2017-01-12,850.38,5.42,36.79
2017-01-13,850.32,5.45,36.55
2017-01-16,842.89,5.41,36.92
2017-01-17,839.86,5.39,37.21
2017-01-18,842.12,5.36,37.19
2017-01-19,840.38,5.40,37.33
2017-01-20,836.60,5.35,36.86
2017-01-23,839.04,5.38,36.93
2017-01-24,835.48,5.33,37.17
2017-01-25,824.54,5.35,37.05
2017-01-26,822.98,5.44,37.24
2017-01-27,823.90,5.43,36.82
2017-01-30,819.28,5.37,36.79
2017-01-31,814.01,5.37,36.68
2017-02-01,816.48,5.37,36.62
2017-02-02,816.01,5.34,36.74
2017-02-03,816.11,5.41,37.07
2017-02-06,817.00,5.46,36.74
2017-02-07,814.80,5.41,36.98
2017-02-08,817.79,5.37,37.30
2017-02-09,819.38,5.33,37.25
2017-02-10,818.57,5.40,37.19
2017-02-13,821.64,5.41,37.71
2017-02-14,818.83,5.44,37.71
2017-02-15,816.93,5.44,38.20
2017-02-16,819.88,5.42,37.99
2017-02-17,823.90,5.47,37.77
2017-02-20,820.48,5.44,37.43
2017-02-21,823.20,5.45,37.29
2017-02-22,816.39,5.44,36.97
2017-02-23,819.48,5.46,37.15
2017-02-24,818.79,5.49,37.42
2017-02-27,821.01,5.54,37.38
2017-02-28,816.38,5.50,37.88
2017-03-01,811.59,5.52,37.90
2017-03-02,811.28,5.57,38.36
2017-03-03,808.56,5.58,38.42
2017-03-06,803.06,5.60,38.59
2017-03-07,803.05,5.66,38.08
2017-03-08,806.26,5.64,37.76
2017-03-09,809.35,5.64,37.62
2017-03-10,816.39,5.59,37.27
2017-03-13,813.44,5.60,37.27
2017-03-14,813.29,5.57,36.99
2017-03-15,814.73,5.50,37.16
2017-03-16,813.72,5.54,37.29
2017-03-17,815.78,5.55,36.64
2017-03-20,817.47,5.54,36.95
2017-03-21,814.25,5.51,37.27
2017-03-22,811.19,5.54,36.87
2017-03-23,811.02,5.55,36.83
2017-03-24,810.06,5.59,36.26
2017-03-27,806.79,5.52,35.99
2017-03-28,803.72,5.54,35.92
2017-03-29,806.13,5.59,36.34
2017-03-30,805.08,5.47,36.43
2017-03-31,809.93,5.42,36.25
2017-04-03,812.74,5.44,36.42
2017-04-04,815.06,5.37,36.65
2017-04-05,813.00,5.45,37.15
2017-04-06,812.65,5.51,36.95
2017-04-07,814.52,5.53,37.21
2017-04-10,808.85,5.61,37.33
2017-04-11,813.85,5.60,37.34
2017-04-12,813.52,5.60,37.29
2017-04-13,816.46,5.70,36.85
2017-04-14,813.72,5.62,36.78
2017-04-17,813.29,5.64,36.63
2017-04-18,805.86,5.60,36.74
2017-04-19,805.32,5.68,37.22
2017-04-20,805.16,5.71,37.41
2017-04-21,811.56,5.75,37.38
2017-04-24,808.11,5.71,37.37
2017-04-25,804.93,5.68,37.46
2017-04-26,798.83,5.65,38.09
2017-04-27,790.48,5.68,38.16
2017-04-28,787.28,5.72,37.79
2017-05-01,788.16,5.71,37.77
2017-05-02,787.90,5.74,37.99
2017-05-03,793.54,5.72,37.98
2017-05-04,795.93,5.74,37.53
2017-05-05,795.51,5.77,38.06
2017-05-08,788.76,5.81,37.67
2017-05-09,790.35,5.82,37.48
2017-05-10,789.51,5.84,37.76
2017-05-11,789.31,5.88,37.39
2017-05-12,786.60,5.82,37.44
2017-05-15,788.13,5.85,37.47
2017-05-16,791.50,5.78,37.53
2017-05-17,788.72,5.80,37.40
2017-05-18,789.05,5.87,37.80
2017-05-19,789.27,5.84,38.07
2017-05-22,788.72,5.83,37.94
2017-05-23,785.47,5.84,38.30
2017-05-24,789.56,5.82,37.80
2017-05-25,782.58,5.83,37.49
2017-05-26,782.97,5.83,37.74
2017-05-29,774.87,5.83,37.77
2017-05-30,773.65,5.83,37.54
2017-05-31,772.17,5.87,37.26
2017-06-01,773.68,5.90,37.14
2017-06-02,773.31,5.86,37.25
2017-06-05,770.41,5.82,37.46
2017-06-06,771.84,5.84,36.95
2017-06-07,765.31,5.82,36.78
2017-06-08,764.82,5.81,36.69
2017-06-09,758.15,5.87,36.94
2017-06-12,763.77,5.83,36.54
2017-06-13,762.07,5.80,36.51
2017-06-14,762.89,5.82,35.95
2017-06-15,761.33,5.83,36.47
2017-06-16,764.33,5.81,36.57
2017-06-19,770.52,5.82,36.55
2017-06-20,779.71,5.84,36.78
2017-06-21,782.18,5.81,36.80
2017-06-22,781.40,5.84,36.84
2017-06-23,778.60,5.84,36.99
2017-06-26,779.93,5.78,37.33
2017-06-27,784.74,5.78,37.46
2017-06-28,790.48,5.81,37.48
2017-06-29,786.51,5.89,37.54
2017-06-30,784.85,5.88,37.50
2017-07-03,778.03,5.90,37.88
2017-07-04,776.84,5.93,37.82
2017-07-05,776.89,5.93,38.03
2017-07-06,776.50,5.99,37.78
2017-07-07,777.19,6.08,38.22
2017-07-10,773.16,6.07,38.54
2017-07-11,770.66,6.07,38.60
2017-07-12,766.92,6.07,38.34
2017-07-13,770.50,6.10,38.48
2017-07-14,774.44,6.09,38.51
2017-07-17,778.26,6.03,38.35
2017-07-18,774.87,6.10,38.49
2017-07-19,774.72,6.15,39.03
2017-07-20,771.90,6.15,39.31
2017-07-21,776.16,6.08,39.39
2017-07-24,773.70,6.07,39.42
2017-07-25,770.89,6.06,39.69
2017-07-26,772.99,6.09,39.40
2017-07-27,771.53,6.16,39.42
2017-07-28,771.86,6.08,39.16
2017-07-31,771.03,6.06,38.94
2017-08-01,769.96,6.01,39.56
2017-08-02,760.70,6.03,39.64
2017-08-03,759.66,5.99,39.65
2017-08-04,757.52,5.99,39.46
2017-08-07,748.27,6.04,39.79
2017-08-08,749.34,6.07,40.30
2017-08-09,743.24,6.08,39.99
2017-08-10,742.26,6.07,40.32
2017-08-11,740.07,6.16,40.15
2017-08-14,736.15,6.13,39.95
2017-08-15,735.07,6.12,39.74
2017-08-16,734.82,6.07,39.41
2017-08-17,732.16,6.06,38.70
2017-08-18,734.25,6.12,38.48
2017-08-21,735.55,6.11,37.91
2017-08-22,734.60,6.15,37.94
2017-08-23,735.52,6.17,38.20
2017-08-24,735.17,6.19,38.64
2017-08-25,732.07,6.19,38.97
2017-08-28,733.73,6.21,39.21
2017-08-29,731.39,6.20,38.72
2017-08-30,725.43,6.19,39.29
2017-08-31,728.79,6.15,39.14
2017-09-01,733.69,6.12,39.28
2017-09-04,728.59,6.11,39.45
2017-09-05,729.68,6.10,39.20
2017-09-06,729.65,6.12,39.32
2017-09-07,725.12,6.13,39.05
2017-09-08,725.89,6.07,38.95
2017-09-11,732.49,6.12,38.62
2017-09-12,730.41,6.12,38.82
2017-09-13,719.78,6.19,39.13
2017-09-14,721.20,6.21,39.33
2017-09-15,719.05,6.22,39.27
2017-09-18,715.30,6.22,39.13
2017-09-19,712.66,6.20,39.13
2017-09-20,709.55,6.19,38.87
2017-09-21,712.31,6.17,39.22
2017-09-22,705.17,6.15,39.66
2017-09-25,697.92,6.23,39.46
2017-09-26,696.41,6.15,39.12
2017-09-27,695.02,6.17,38.66
2017-09-28,691.65,6.15,38.63
2017-09-29,692.39,6.12,38.89
2017-10-02,689.81,6.06,38.98
2017-10-03,694.21,6.16,38.98
2017-10-04,692.70,6.18,38.98
2017-10-05,692.30,6.14,39.12
2017-10-06,695.39,6.14,39.37
2017-10-09,697.35,6.14,40.09
2017-10-10,696.74,6.13,40.03
2017-10-11,700.78,6.20,40.17
2017-10-12,700.79,6.26,40.77
2017-10-13,699.72,6.33,40.20
2017-10-16,704.77,6.33,39.84
2017-10-17,705.12,6.38,39.47
2017-10-18,705.57,6.37,40.13
2017-10-19,707.02,6.41,40.57
2017-10-20,708.42,6.40,40.02
2017-10-23,711.85,6.46,40.19
2017-10-24,713.44,6.47,39.30
2017-10-25,710.76,6.49,39.72
2017-10-26,717.60,6.50,39.88
2017-10-27,715.15,6.48,39.21
2017-10-30,707.91,6.42,38.48
2017-10-31,707.16,6.35,38.81
2017-11-01,706.64,6.34,38.99
2017-11-02,703.03,6.34,38.86
2017-11-03,700.49,6.35,38.98
2017-11-06,704.54,6.39,39.44
2017-11-07,704.79,6.38,39.40
2017-11-08,708.14,6.35,39.75
2017-11-09,706.73,6.30,39.60
2017-11-10,707.24,6.36,39.88
2017-11-13,709.20,6.42,40.41
2017-11-14,708.02,6.43,40.20
2017-11-15,707.10,6.44,40.16
2017-11-16,704.58,6.48,39.78
2017-11-17,706.55,6.46,39.79
2017-11-20,704.77,6.53,39.95
2017-11-21,705.73,6.55,39.87
2017-11-22,708.15,6.59,40.48
2017-11-23,709.56,6.63,40.40
2017-11-24,707.04,6.57,40.43
2017-11-27,704.19,6.62,40.00
2017-11-28,705.85,6.63,39.93
2017-11-29,707.72,6.59,39.72
2017-11-30,707.25,6.58,39.45
2017-12-01,709.71,6.50,39.58
2017-12-04,715.13,6.42,39.57
2017-12-05,715.66,6.40,39.61
2017-12-06,713.03,6.39,39.63
2017-12-07,717.05,6.44,39.70
2017-12-08,718.97,6.40,39.55
2017-12-11,715.63,6.44,40.03
2017-12-12,716.92,6.38,39.57
2017-12-13,720.77,6.39,39.34
2017-12-14,725.36,6.47,39.75
2017-12-15,724.06,6.52,39.78
2017-12-18,724.87,6.54,39.46
2017-12-19,721.54,6.52,38.98
2017-12-20,725.69,6.52,39.28
2017-12-21,722.93,6.58,39.03
2017-12-22,732.17,6.63,38.66
2017-12-25,735.82,6.60,38.20
2017-12-26,738.95,6.65,38.11
2017-12-27,743.42,6.66,38.68
2017-12-28,739.90,6.77,38.52
2017-12-29,743.16,6.89,38.53
2018-01-01,741.31,6.83,39.21
2018-01-02,744.56,6.83,39.27
2018-01-03,738.01,6.80,39.32
2018-01-04,740.20,6.80,39.52
2018-01-05,738.21,6.83,39.64
2018-01-08,738.79,6.85,39.66
2018-01-09,744.51,6.88,39.41
2018-01-10,741.23,6.89,38.94
2018-01-11,742.37,6.86,38.29
2018-01-12,739.05,6.78,38.16
2018-01-15,733.13,6.80,38.25
2018-01-16,733.40,6.78,38.35
2018-01-17,725.75,6.81,37.90
2018-01-18,722.63,6.83,38.22
2018-01-19,724.56,6.83,37.82
2018-01-22,725.55,6.90,37.86
2018-01-23,722.20,6.85,38.34
2018-01-24,717.67,6.80,38.72
2018-01-25,715.14,6.82,38.88
2018-01-26,716.17,6.87,38.64
2018-01-29,720.69,6.84,38.76
2018-01-30,715.73,6.90,39.53
2018-01-31,717.80,6.88,39.62
2018-02-01,715.10,6.79,39.49
2018-02-02,715.53,6.79,39.36
2018-02-05,719.83,6.72,39.64
2018-02-06,720.18,6.68,39.51
2018-02-07,716.30,6.70,39.82
